,DATA,NOME,PREMIO,RESULTADO,GRUPO
0,2020-11-23 14:20:00,Look-Goias,1°,3393,24
1,2020-11-23 14:20:00,Look-Goias,2°,7367,17
2,2020-11-23 14:20:00,Look-Goias,3°,9361,16
3,2020-11-23 14:20:00,Look-Goias,4°,6204,1
4,2020-11-23 14:20:00,Look-Goias,5°,4595,24
5,2020-11-23 14:20:00,Look-Goias,6°,920,5
6,2020-11-23 14:20:00,Look-Goias,7°,996,24
