,DATA,NOME,PREMIO,RESULTADO,GRUPO
0,2020-12-17 16:20:00,Look,1°,5307,2
1,2020-12-17 16:20:00,Look,2°,6779,20
2,2020-12-17 16:20:00,Look,3°,6789,23
3,2020-12-17 16:20:00,Look,4°,655,14
4,2020-12-17 16:20:00,Look,5°,3984,21
5,2020-12-17 16:20:00,Look,6°,3514,4
6,2020-12-17 16:20:00,Look,7°,976,19
