,DATA,NOME,PREMIO,RESULTADO,GRUPO
0,2020-11-26 14:20:00,Look-Goias,1°,2333,9
1,2020-11-26 14:20:00,Look-Goias,2°,9749,13
2,2020-11-26 14:20:00,Look-Goias,3°,4246,12
3,2020-11-26 14:20:00,Look-Goias,4°,8838,10
4,2020-11-26 14:20:00,Look-Goias,5°,3448,12
5,2020-11-26 14:20:00,Look-Goias,6°,8614,4
6,2020-11-26 14:20:00,Look-Goias,7°,744,11
