,DATA,NOME,PREMIO,RESULTADO,GRUPO
0,2021-03-16 21:20:00,PT-Rio,1°,2623,6
1,2021-03-16 21:20:00,PT-Rio,2°,9403,1
2,2021-03-16 21:20:00,PT-Rio,3°,7571,18
3,2021-03-16 21:20:00,PT-Rio,4°,846,12
4,2021-03-16 21:20:00,PT-Rio,5°,9982,21
5,2021-03-16 21:20:00,PT-Rio,6°,425,7
6,2021-03-16 21:20:00,PT-Rio,7°,664,16
