,DATA,NOME,PREMIO,RESULTADO,GRUPO
0,2020-12-04 18:20:00,Look,1°,2316,4
1,2020-12-04 18:20:00,Look,2°,6799,25
2,2020-12-04 18:20:00,Look,3°,1363,16
3,2020-12-04 18:20:00,Look,4°,2090,23
4,2020-12-04 18:20:00,Look,5°,3873,19
5,2020-12-04 18:20:00,Look,6°,6441,11
6,2020-12-04 18:20:00,Look,7°,746,12
