,DATA,NOME,PREMIO,RESULTADO,GRUPO
0,2020-12-05 21:20:00,Look,1°,7927,7
1,2020-12-05 21:20:00,Look,2°,8162,16
2,2020-12-05 21:20:00,Look,3°,788,22
3,2020-12-05 21:20:00,Look,4°,9264,16
4,2020-12-05 21:20:00,Look,5°,5316,4
5,2020-12-05 21:20:00,Look,6°,1457,15
6,2020-12-05 21:20:00,Look,7°,700,25
