,DATA,NOME,PREMIO,RESULTADO,GRUPO
0,2021-02-28 11:20:00,Look-Goias,1°,9725,7
1,2021-02-28 11:20:00,Look-Goias,2°,9353,14
2,2021-02-28 11:20:00,Look-Goias,3°,4824,6
3,2021-02-28 11:20:00,Look-Goias,4°,8731,8
4,2021-02-28 11:20:00,Look-Goias,5°,6526,7
5,2021-02-28 11:20:00,Look-Goias,6°,9159,15
6,2021-02-28 11:20:00,Look-Goias,7°,957,15
