,DATA,NOME,PREMIO,RESULTADO,GRUPO
0,2020-12-02 14:20:00,Look-Goias,1°,7424,6
1,2020-12-02 14:20:00,Look-Goias,2°,7321,6
2,2020-12-02 14:20:00,Look-Goias,3°,7137,10
3,2020-12-02 14:20:00,Look-Goias,4°,4772,18
4,2020-12-02 14:20:00,Look-Goias,5°,1368,17
5,2020-12-02 14:20:00,Look-Goias,6°,8022,6
6,2020-12-02 14:20:00,Look-Goias,7°,351,13
