,DATA,NOME,PREMIO,RESULTADO,GRUPO
0,2021-02-05 16:20:00,Look-Goias,1°,7685,22
1,2021-02-05 16:20:00,Look-Goias,2°,4013,4
2,2021-02-05 16:20:00,Look-Goias,3°,9812,3
3,2021-02-05 16:20:00,Look-Goias,4°,3851,13
4,2021-02-05 16:20:00,Look-Goias,5°,2779,20
5,2021-02-05 16:20:00,Look-Goias,6°,8140,10
6,2021-02-05 16:20:00,Look-Goias,7°,839,10
