,DATA,NOME,PREMIO,RESULTADO,GRUPO
0,2021-02-14 14:20:00,Look-Goias,1°,5235,9
1,2021-02-14 14:20:00,Look-Goias,2°,2983,21
2,2021-02-14 14:20:00,Look-Goias,3°,8892,23
3,2021-02-14 14:20:00,Look-Goias,4°,1886,22
4,2021-02-14 14:20:00,Look-Goias,5°,7704,1
5,2021-02-14 14:20:00,Look-Goias,6°,6700,25
6,2021-02-14 14:20:00,Look-Goias,7°,616,4
