,DATA,NOME,PREMIO,RESULTADO,GRUPO
0,2020-11-25 14:20:00,Look-Goias,1°,402,1
1,2020-11-25 14:20:00,Look-Goias,2°,3789,23
2,2020-11-25 14:20:00,Look-Goias,3°,7613,4
3,2020-11-25 14:20:00,Look-Goias,4°,2539,10
4,2020-11-25 14:20:00,Look-Goias,5°,1991,23
5,2020-11-25 14:20:00,Look-Goias,6°,6334,9
6,2020-11-25 14:20:00,Look-Goias,7°,523,6
