,DATA,NOME,PREMIO,RESULTADO,GRUPO
0,2020-01-28 14:20:00,PT-Rio,1°,5767,17
1,2020-01-28 14:20:00,PT-Rio,2°,2282,21
2,2020-01-28 14:20:00,PT-Rio,3°,5051,13
3,2020-01-28 14:20:00,PT-Rio,4°,646,12
4,2020-01-28 14:20:00,PT-Rio,5°,133,9
5,2020-01-28 14:20:00,PT-Rio,6°,3879,20
6,2020-01-28 14:20:00,PT-Rio,7°,160,15
