,DATA,NOME,PREMIO,RESULTADO,GRUPO
0,2020-01-22 21:20:00,PT-Rio,1°,1548,12
1,2020-01-22 21:20:00,PT-Rio,2°,2642,11
2,2020-01-22 21:20:00,PT-Rio,3°,1626,7
3,2020-01-22 21:20:00,PT-Rio,4°,1020,5
4,2020-01-22 21:20:00,PT-Rio,5°,5206,2
5,2020-01-22 21:20:00,PT-Rio,6°,2042,11
6,2020-01-22 21:20:00,PT-Rio,7°,89,23
