,DATA,NOME,PREMIO,RESULTADO,GRUPO
0,2021-02-22 21:20:00,Look-Goias,1°,5686,22
1,2021-02-22 21:20:00,Look-Goias,2°,7353,14
2,2021-02-22 21:20:00,Look-Goias,3°,9785,22
3,2021-02-22 21:20:00,Look-Goias,4°,3143,11
4,2021-02-22 21:20:00,Look-Goias,5°,1229,8
5,2021-02-22 21:20:00,Look-Goias,6°,7196,24
6,2021-02-22 21:20:00,Look-Goias,7°,809,3
