,DATA,NOME,PREMIO,RESULTADO,GRUPO
0,2021-02-27 16:20:00,Look-Goias,1°,7516,4
1,2021-02-27 16:20:00,Look-Goias,2°,9224,6
2,2021-02-27 16:20:00,Look-Goias,3°,326,7
3,2021-02-27 16:20:00,Look-Goias,4°,2329,8
4,2021-02-27 16:20:00,Look-Goias,5°,285,22
5,2021-02-27 16:20:00,Look-Goias,6°,9680,20
6,2021-02-27 16:20:00,Look-Goias,7°,327,7
