,DATA,NOME,PREMIO,RESULTADO,GRUPO
0,2021-02-14 18:20:00,Look-Goias,1°,3665,17
1,2021-02-14 18:20:00,Look-Goias,2°,5497,25
2,2021-02-14 18:20:00,Look-Goias,3°,4271,18
3,2021-02-14 18:20:00,Look-Goias,4°,3956,14
4,2021-02-14 18:20:00,Look-Goias,5°,5437,10
5,2021-02-14 18:20:00,Look-Goias,6°,2826,7
6,2021-02-14 18:20:00,Look-Goias,7°,146,12
