,DATA,NOME,PREMIO,RESULTADO,GRUPO
0,2020-12-11 11:20:00,Look,1°,2388,22
1,2020-12-11 11:20:00,Look,2°,3368,17
2,2020-12-11 11:20:00,Look,3°,1646,12
3,2020-12-11 11:20:00,Look,4°,6181,21
4,2020-12-11 11:20:00,Look,5°,5954,14
5,2020-12-11 11:20:00,Look,6°,9537,10
6,2020-12-11 11:20:00,Look,7°,42,11
