,DATA,NOME,PREMIO,RESULTADO,GRUPO
0,2021-03-15 18:20:00,Look-Goias,1°,9812,3
1,2021-03-15 18:20:00,Look-Goias,2°,6995,24
2,2021-03-15 18:20:00,Look-Goias,3°,5085,22
3,2021-03-15 18:20:00,Look-Goias,4°,9896,24
4,2021-03-15 18:20:00,Look-Goias,5°,7592,23
5,2021-03-15 18:20:00,Look-Goias,6°,9380,20
6,2021-03-15 18:20:00,Look-Goias,7°,634,9
