,DATA,NOME,PREMIO,RESULTADO,GRUPO
0,2021-02-19 11:20:00,Look-Goias,1°,674,19
1,2021-02-19 11:20:00,Look-Goias,2°,130,8
2,2021-02-19 11:20:00,Look-Goias,3°,1750,13
3,2021-02-19 11:20:00,Look-Goias,4°,937,10
4,2021-02-19 11:20:00,Look-Goias,5°,2875,19
5,2021-02-19 11:20:00,Look-Goias,6°,6366,17
6,2021-02-19 11:20:00,Look-Goias,7°,87,22
