,DATA,NOME,PREMIO,RESULTADO,GRUPO
0,2020-01-18 21:20:00,Look-Goias,1°,1897,25
1,2020-01-18 21:20:00,Look-Goias,2°,1582,21
2,2020-01-18 21:20:00,Look-Goias,3°,4305,2
3,2020-01-18 21:20:00,Look-Goias,4°,1583,21
4,2020-01-18 21:20:00,Look-Goias,5°,137,10
5,2020-01-18 21:20:00,Look-Goias,6°,9504,1
6,2020-01-18 21:20:00,Look-Goias,7°,1,1
