,DATA,NOME,PREMIO,RESULTADO,GRUPO
0,2021-03-12 18:20:00,Look-Goias,1°,4669,18
1,2021-03-12 18:20:00,Look-Goias,2°,9114,4
2,2021-03-12 18:20:00,Look-Goias,3°,3250,13
3,2021-03-12 18:20:00,Look-Goias,4°,6063,16
4,2021-03-12 18:20:00,Look-Goias,5°,5204,1
5,2021-03-12 18:20:00,Look-Goias,6°,8300,25
6,2021-03-12 18:20:00,Look-Goias,7°,553,14
