,DATA,NOME,PREMIO,RESULTADO,GRUPO
0,2020-01-28 21:20:00,Look-Goias,1°,3938,10
1,2020-01-28 21:20:00,Look-Goias,2°,8944,11
2,2020-01-28 21:20:00,Look-Goias,3°,8509,3
3,2020-01-28 21:20:00,Look-Goias,4°,5507,2
4,2020-01-28 21:20:00,Look-Goias,5°,45,12
5,2020-01-28 21:20:00,Look-Goias,6°,6943,11
6,2020-01-28 21:20:00,Look-Goias,7°,221,6
