,DATA,NOME,PREMIO,RESULTADO,GRUPO
0,2020-11-21 11:20:00,Look-Goias,1°,1777,20
1,2020-11-21 11:20:00,Look-Goias,2°,4576,19
2,2020-11-21 11:20:00,Look-Goias,3°,8239,10
3,2020-11-21 11:20:00,Look-Goias,4°,7050,13
4,2020-11-21 11:20:00,Look-Goias,5°,6177,20
5,2020-11-21 11:20:00,Look-Goias,6°,7819,5
6,2020-11-21 11:20:00,Look-Goias,7°,131,8
